 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#,#,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , , , , , , , , , , , ,#, , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , , , , , , , , , , , ,#, , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , , , , , , , , , , , ,#, , , ,#, , , , , , , , , , , , , ,#,#,#,#, ,#, , , , , ,#,#,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , , , , , , , , , , , ,#, , , ,#, , , , , , , , , , , , , ,#, , ,#, ,#, , , , , ,#, ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , , , , , , , , , , , ,#, , , ,#, , , , , , , , , , , , , ,#, , , , , , , , , , ,#, ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#,#,#,#, ,#,#, ,#,#,#,#,#,#,#,#,#, ,#,#,#,#, ,#,#,#,#,#,#,#,#, ,#,#,#,#,#,#,#, , , , , ,#, ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , , ,#, ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , , ,#, ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , , , , ,#, ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#,#,#,#, ,#,#,#, ,#,#,#,#,#,#,#,#, ,#,#,#, ,#,#,#, ,#,#,#,#,#,#,#,#,#,#,#, ,#, , , , , ,#, ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , , ,#, , , , , , , , , , , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , ,#,#,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , , ,#, , , , , , , , , , , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , ,#, , , , ,#, , , , , , , , , , , , , 
