 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#,#,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#,#, , ,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#, , ,#,#,#,#,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , ,#, , , , ,#, , , , , , , , ,#, , , , ,#, , , , , , , , ,#, , , , ,#, , , , ,#, , , , , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , ,#, , , , ,#, , , , , , , , ,#, , , , ,#, , , , , , , , ,#, , , , ,#, , , , ,#, , , , , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , ,#, , , , ,#, , , , , , , , ,#, , , , ,#, , , , , , , , ,#, , , , ,#, , , , ,#,#,#,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , ,#, , , , ,#, , , , , , , , ,#, , , , ,#, , , , , , , , ,#, , , , ,#, , , , , , , ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , ,#, , , , ,#, , , , , , , , ,#, , , , ,#, , , , , , , , ,#, , , , ,#, , , , , , , ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#,#,#,#, ,#,#,#,#, ,#,#, , ,#,#,#,#,#,#,#, , ,#,#,#,#, ,#,#, ,#,#,#,#, ,#,#,#, , , , , , , , , , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,#,#,#,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#,#, , ,#,#,#, , ,#,#,#,#,#,#,#, , ,#,#,#,#,#,#,#,#,#,#,#,#, , ,#,#,#,#,#,#,#, , , , , , , ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, , , , , , , ,#, , ,#, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, , , , ,#, , , , , , , , , , , , , ,#, , , , , ,#,#,#, , ,#, , , , , , , , , , , , , 
